0,0,114.14762,30.684437,40,2,0,0,0,2,42
0,1,114.16711,30.684437,36,1,0,0,0,1,37
0,2,114.18659,30.684437,38,0,0,0,0,0,38
0,3,114.20608,30.684437,36,0,0,0,0,0,36
0,4,114.22556,30.684437,46,2,0,0,0,2,48
0,5,114.10865,30.498242,0,0,0,0,0,0,0
0,6,114.10865,30.59134,0,0,0,0,0,0,0
0,7,114.22556,30.498242,0,0,0,0,0,0,0
0,8,114.22556,30.59134,0,0,0,0,0,0,0
0,9,114.16711,30.498242,0,0,0,0,0,0,0
0,10,114.16711,30.59134,0,0,0,0,0,0,0
1,0,114.14762,30.684437,39,3,0,0,0,3,41
1,1,114.16711,30.684437,34,2,0,0,0,2,36
1,2,114.18659,30.684437,38,0,0,0,0,0,38
1,3,114.20608,30.684437,36,0,0,0,0,0,36
1,4,114.22556,30.684437,45,2,0,0,0,2,46
1,5,114.10865,30.498242,0,0,0,0,0,0,0
1,6,114.10865,30.59134,0,0,0,0,0,0,0
1,7,114.22556,30.498242,0,0,0,0,0,0,0
1,8,114.22556,30.59134,0,0,0,0,0,0,0
1,9,114.16711,30.498242,0,0,0,0,0,0,0
1,10,114.16711,30.59134,0,0,0,0,0,0,0
2,0,114.14762,30.684437,39,2,1,0,0,3,41
2,1,114.16711,30.684437,32,3,1,0,0,4,36
2,2,114.18659,30.684437,38,0,0,0,0,0,38
2,3,114.20608,30.684437,35,1,0,0,0,1,36
2,4,114.22556,30.684437,45,1,1,0,0,2,46
2,5,114.10865,30.498242,0,0,0,0,0,0,0
2,6,114.10865,30.59134,0,0,0,0,0,0,0
2,7,114.22556,30.498242,0,0,0,0,0,0,0
2,8,114.22556,30.59134,0,0,0,0,0,0,0
2,9,114.16711,30.498242,0,0,0,0,0,0,0
2,10,114.16711,30.59134,0,0,0,0,0,0,0
3,0,114.14762,30.684437,39,1,2,0,0,3,41
3,1,114.16711,30.684437,32,2,2,0,0,4,36
3,2,114.18659,30.684437,37,1,0,0,0,1,38
3,3,114.20608,30.684437,35,1,0,0,0,1,36
3,4,114.22556,30.684437,43,2,2,0,0,4,46
3,5,114.10865,30.498242,0,0,0,0,0,0,0
3,6,114.10865,30.59134,0,0,0,0,0,0,0
3,7,114.22556,30.498242,0,0,0,0,0,0,0
3,8,114.22556,30.59134,0,0,0,0,0,0,0
3,9,114.16711,30.498242,0,0,0,0,0,0,0
3,10,114.16711,30.59134,0,0,0,0,0,0,0
4,0,114.14762,30.684437,38,1,2,1,0,4,41
4,1,114.16711,30.684437,31,3,1,1,0,5,36
4,2,114.18659,30.684437,36,2,0,0,0,2,38
4,3,114.20608,30.684437,33,2,1,0,0,3,36
4,4,114.22556,30.684437,42,3,1,1,0,5,46
4,5,114.10865,30.498242,0,0,0,0,0,0,0
4,6,114.10865,30.59134,0,0,0,0,0,0,0
4,7,114.22556,30.498242,0,0,0,0,0,0,0
4,8,114.22556,30.59134,0,0,0,0,0,0,0
4,9,114.16711,30.498242,0,0,0,0,0,0,0
4,10,114.16711,30.59134,0,0,0,0,0,0,0
5,0,114.14762,30.684437,38,1,1,2,0,4,41
5,1,114.16711,30.684437,30,2,2,2,0,6,36
5,2,114.18659,30.684437,35,2,1,0,0,3,38
5,3,114.20608,30.684437,33,2,1,0,0,3,36
5,4,114.22556,30.684437,41,3,1,2,0,6,46
5,5,114.10865,30.498242,0,0,0,0,0,0,0
5,6,114.10865,30.59134,0,0,0,0,0,0,0
5,7,114.22556,30.498242,0,0,0,0,0,0,0
5,8,114.22556,30.59134,0,0,0,0,0,0,0
5,9,114.16711,30.498242,0,0,0,0,0,0,0
5,10,114.16711,30.59134,0,0,0,0,0,0,0
6,0,114.14762,30.684437,37,2,0,3,0,5,41
6,1,114.16711,30.684437,30,1,3,2,0,6,36
6,2,114.18659,30.684437,35,1,2,0,0,3,38
6,3,114.20608,30.684437,31,3,1,1,0,5,36
6,4,114.22556,30.684437,41,1,3,2,0,6,46
6,5,114.10865,30.498242,0,0,0,0,0,0,0
6,6,114.10865,30.59134,0,0,0,0,0,0,0
6,7,114.22556,30.498242,0,0,0,0,0,0,0
6,8,114.22556,30.59134,0,0,0,0,0,0,0
6,9,114.16711,30.498242,0,0,0,0,0,0,0
6,10,114.16711,30.59134,0,0,0,0,0,0,0
7,0,114.14762,30.684437,37,1,1,3,0,5,41
7,1,114.16711,30.684437,29,1,2,4,0,7,36
7,2,114.18659,30.684437,35,0,2,1,0,3,38
7,3,114.20608,30.684437,31,2,2,1,0,5,36
7,4,114.22556,30.684437,40,1,3,3,0,7,46
7,5,114.10865,30.498242,0,0,0,0,0,0,0
7,6,114.10865,30.59134,0,0,0,0,0,0,0
7,7,114.22556,30.498242,0,0,0,0,0,0,0
7,8,114.22556,30.59134,0,0,0,0,0,0,0
7,9,114.16711,30.498242,0,0,0,0,0,0,0
7,10,114.16711,30.59134,0,0,0,0,0,0,0
8,0,114.14762,30.684437,36,1,2,3,0,6,41
8,1,114.16711,30.684437,29,1,1,5,0,7,36
8,2,114.18659,30.684437,34,1,1,2,0,4,38
8,3,114.20608,30.684437,30,2,2,2,0,6,36
8,4,114.22556,30.684437,36,5,1,5,0,11,46
8,5,114.10865,30.498242,0,0,0,0,0,0,0
8,6,114.10865,30.59134,0,0,0,0,0,0,0
8,7,114.22556,30.498242,0,0,0,0,0,0,0
8,8,114.22556,30.59134,0,0,0,0,0,0,0
8,9,114.16711,30.498242,0,0,0,0,0,0,0
8,10,114.16711,30.59134,0,0,0,0,0,0,0
9,0,114.14762,30.684437,36,1,1,4,0,6,41
9,1,114.16711,30.684437,29,0,1,6,0,7,36
9,2,114.18659,30.684437,33,2,0,3,0,5,38
9,3,114.20608,30.684437,29,2,2,3,0,7,36
9,4,114.22556,30.684437,36,5,0,6,0,11,46
9,5,114.10865,30.498242,0,0,0,0,0,0,0
9,6,114.10865,30.59134,0,0,0,0,0,0,0
9,7,114.22556,30.498242,0,0,0,0,0,0,0
9,8,114.22556,30.59134,0,0,0,0,0,0,0
9,9,114.16711,30.498242,0,0,0,0,0,0,0
9,10,114.16711,30.59134,0,0,0,0,0,0,0
10,0,114.14762,30.684437,35,2,0,5,0,7,41
10,1,114.16711,30.684437,28,1,1,6,0,8,36
10,2,114.18659,30.684437,33,2,0,3,0,5,38
10,3,114.20608,30.684437,26,5,1,4,0,10,36
10,4,114.22556,30.684437,35,3,3,6,0,12,46
10,5,114.10865,30.498242,0,0,0,0,0,0,0
